Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:0fIDUXVyJ1JISqB4HP4D5H,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,1,Almost picked this,efc5be598626406f900b10e45a91b434
spotify:track:0FS7B5o3QyvOD8eWjnbLoO,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,Might be unpopular opinion but i do not like the sax in this song. Cary Rae a good choice but didnt crack my top 5,efc5be598626406f900b10e45a91b434
spotify:track:0hDQV9X1Da5JrwhK8gu86p,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,"Im a heads will roll guy, but not a maps guy",efc5be598626406f900b10e45a91b434
spotify:track:0ZNDNZInUk1JJRCjeWzVZc,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,"Still learning the meta but i would have liked “The Distance” better in this spot

A+ for ingenuity but dont like the song",efc5be598626406f900b10e45a91b434
spotify:track:1u0l8zWpQeMYStFkc2mLD7,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,1,"you found my kryptonite: 90s 2 hit wonders

But seriously agree with the comment",efc5be598626406f900b10e45a91b434
spotify:track:23oxJmDc1V9uLUSmN2LIvx,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,1,"Staying up all, NIGHHHHHTTTTTTT",efc5be598626406f900b10e45a91b434
spotify:track:2oPzisApHGH3hbcu4C9UJS,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,-1,Lot a good songs this round. Worst of the best for me,efc5be598626406f900b10e45a91b434
spotify:track:3439OLNIeD3y68kVuoZUO5,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,1,No downvotes for the Crüe! Def slaps on the highway,efc5be598626406f900b10e45a91b434
spotify:track:38i0QcGQ9hu8PMk4QObUTj,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,Liked this but didnt crack my top 5,efc5be598626406f900b10e45a91b434
spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,I like gambino but the sirens would make me anxious on a drive. Sill like it but not top 5,efc5be598626406f900b10e45a91b434
spotify:track:4AiMaeCXwsldpwvA5wu5gM,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,1,Excellent,efc5be598626406f900b10e45a91b434
spotify:track:4IkDkZxo0UamwkH3iunJRC,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,I like rtj for working out but not driving. Maybe getaway driving,efc5be598626406f900b10e45a91b434
spotify:track:67iAlVNDDdddxqSD2EZhFs,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,My number 6,efc5be598626406f900b10e45a91b434
spotify:track:7o3wq1Wz9bYPStQGzlnoTH,159fd720655448c183dd3e81e7de8afb,2025-06-30T21:40:53Z,0,Lol. Stacked round didnt crack the top 5,efc5be598626406f900b10e45a91b434
spotify:track:0fIDUXVyJ1JISqB4HP4D5H,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,1,"Yeah, nailed the assignment. ",efc5be598626406f900b10e45a91b434
spotify:track:0FS7B5o3QyvOD8eWjnbLoO,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,1,"A listener who passed away used to love this song. It is a great montage song, as well.",efc5be598626406f900b10e45a91b434
spotify:track:0hDQV9X1Da5JrwhK8gu86p,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,0,"This is one of my favorite songs, but I don't think it's a road trip song at all. ",efc5be598626406f900b10e45a91b434
spotify:track:0ifc4mq2mVNefgQFmtXQpt,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,0,I only know this guy from Matthew Berry's fantasy podcast from like 15 years ago,efc5be598626406f900b10e45a91b434
spotify:track:0ZNDNZInUk1JJRCjeWzVZc,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,-1,Think you needed to pick Going the Distance here. ,efc5be598626406f900b10e45a91b434
spotify:track:14XWXWv5FoCbFzLksawpEe,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,0,"Love it, but couldn't make it to the end, so long. ",efc5be598626406f900b10e45a91b434
spotify:track:1u0l8zWpQeMYStFkc2mLD7,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,0,Like this song but it doesn't feel especially road-trippy to me,efc5be598626406f900b10e45a91b434
spotify:track:23oxJmDc1V9uLUSmN2LIvx,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,0,"My biggest (and really only) childhood enemy turned out to be a huge Yellowcard fan and when I ran into him years later at a concert, he just wanted to talk about Yellowcard. They're fine. ",efc5be598626406f900b10e45a91b434
spotify:track:3qhlB30KknSejmIvZZLjOD,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,0,Like it. Will clean up the round when I beg Abie to do a city wheel and Chicago comes up.,efc5be598626406f900b10e45a91b434
spotify:track:4IkDkZxo0UamwkH3iunJRC,ae87ae7cc9434685b49ee47241b855d4,2025-06-30T22:04:50Z,0,Think I would have picked other RTJ songs but it's a solid choice. This is the perfect song to speed to. ,efc5be598626406f900b10e45a91b434
