Spotify URI,Voter ID,Created,Points Assigned,Comment,Round ID
spotify:track:6lQE6LF3MU63Z6VyhPxaV3,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,1,,930c0b8d8d274903992c6d4676c55499
spotify:track:2kj2quT7EMRp5bNp95Kxpv,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,1,"This was such an interesting/weird song. Don’t know what exactly I think of it, but it stood out",930c0b8d8d274903992c6d4676c55499
spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,-1,"I love lorde and love everything she’s done since this album, but I hate this song so much. It’s so grating and annoying, sorry haha",930c0b8d8d274903992c6d4676c55499
spotify:track:71V89tJj9CboDyzncO6ZN2,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,0,Pass,930c0b8d8d274903992c6d4676c55499
spotify:track:0tZ3mElWcr74OOhKEiNz1x,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,1,"This was my pick, so auto vote",930c0b8d8d274903992c6d4676c55499
spotify:track:6nnacTL5on2aVsRhVDNUSo,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,1,"Have to upvote my favourite team.

I also love that this song is in the consciousness of an entire generation (millennials) simply from a video game. Because otherwise I bet only dragonforce fans would actually know it",930c0b8d8d274903992c6d4676c55499
spotify:track:1oqerJidiFTCm2L0KyU1AK,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,1,"This was nice, didn’t know this one ",930c0b8d8d274903992c6d4676c55499
spotify:track:6uVZddXkgQIArp8myEHs4x,0995932416ce4af9b949fac7734be106,2025-07-13T18:29:41Z,0,"Hope you don’t get downvotes, because this isn’t a round that needs explanations IMO. Good song, just missed for me",930c0b8d8d274903992c6d4676c55499
spotify:track:2oqPb3LtgyvDfdQa0zWlwh,478b759189a14381b1f205759abdf016,2025-07-13T22:03:07Z,0,Enjoyable enough for a tentative thumb. (didn't last),930c0b8d8d274903992c6d4676c55499
spotify:track:2RlgNHKcydI9sayD2Df2xp,478b759189a14381b1f205759abdf016,2025-07-13T22:03:07Z,1,Fun little jam.,930c0b8d8d274903992c6d4676c55499
spotify:track:2rLq6QIfooAKsF8UZuoLsS,478b759189a14381b1f205759abdf016,2025-07-13T22:03:07Z,1,This is really good. Very into this.,930c0b8d8d274903992c6d4676c55499
